source_id, target_id, reporter
'10.1002/spp2.1065', '10.5061/dryad.sf85s', 'Crossref'
'10.1002/spp2.1075', '10.5061/dryad.s211m', 'Crossref'
'10.1002/spp2.1046', '10.5061/dryad.52064', 'Crossref'
'10.1002/spp2.1040', '10.5061/dryad.r4691', 'Crossref'
'10.3897/rio.3.e12431', '10.5061/DRYAD.T63MN', 'Crossref'
'10.3897/rio.2.e9390', '10.5061/DRYAD.6T94P', 'Crossref'
'10.7717/peerj-cs.56', '10.5061/dryad.63q27.2', 'Crossref'
'10.7717/peerj-cs.56', '10.5061/dryad.t3fg2', 'Crossref'
'10.1007/s40258-017-0352-8', '10.5061/dryad.051h0', 'Crossref'
'10.1242/dev.143263', '10.5061/dryad.5bf77', 'Crossref'
'10.1007/s10393-017-1257-6', '10.5061/dryad.58g12', 'Crossref'
'10.3832/ifor2204-010', '10.5061/dryad.234', 'Crossref'
'10.3389/fmicb.2017.01840', '10.5061/dryad.28n35', 'Crossref'
'10.1007/s00442-017-3993-2', '10.5061/dryad.84gf5', 'Metrics Service Ingest'
'10.1007/s00227-017-3267-x', '10.5061/dryad.b7m47', 'Crossref'
'10.7717/peerj.4123', '10.5061/dryad.84t75', 'Crossref'
'10.1007/s00040-017-0585-4', '10.5061/dryad.6b6q5', 'Crossref'
'10.1007/s11192-017-2517-5', '10.5061/dryad.5090r', 'Crossref'
'10.1007/s10530-017-1620-0', '10.5061/dryad.6b2t6', 'Crossref'
'10.1007/s11104-017-3333-7', '10.5061/dryad.79822', 'Crossref'
'10.1007/13836_2017_3', '10.5061/dryad.d7d71', 'Crossref'
'10.1007/13836_2017_3', '10.5061/dryad.28n35', 'Crossref'
'10.1139/cjz-2016-0266', '10.5061/dryad.8jj26', 'Crossref'
'10.1242/jeb.161125', '10.5061/dryad.7rr7m', 'Crossref'
'10.1007/s00114-017-1516-y', '10.5061/dryad.s7q28', 'Crossref'
'10.1242/dev.150557', '10.5061/dryad.4g1h2', 'Crossref'
'10.1111/btp.12477', '10.5061/dryad.8jf4q', 'Crossref'
'10.1242/jeb.161059', '10.5061/dryad.7mp24', 'Crossref'
'10.1080/10549811.2017.1387153', '10.5061/dryad.234', 'Crossref'
'10.3389/fmicb.2017.02134', '10.5061/dryad.2m15n', 'Crossref'
'10.1038/s41467-017-01182-3', '10.5061/dryad.7g988', 'Crossref'
'10.3897/compcytogen.v11i4.13962', '10.5061/dryad.f1r72', 'Crossref'
'10.1038/s41598-017-14545-z', '10.5061/dryad.11978', 'Crossref'
'10.1038/s41598-017-13127-3', '10.5061/dryad.v6f1g', 'Crossref'
'10.1038/s41598-017-07009-x', '10.5061/dryad.8m11n', 'Crossref'
'10.1038/s41598-017-13127-3', '10.5061/dryad.c2124', 'Crossref'
'10.1038/s41598-017-13127-3', '10.5061/dryad.53j31', 'Crossref'
'10.7554/eLife.25783', '10.5061/dryad.k83g4', 'Crossref'
'10.7554/eLife.20047', '10.5061/dryad.r1072', 'Crossref'
'10.7554/eLife.09000', '10.5061/dryad.m57sd', 'Crossref'
'10.7554/eLife.03430', '10.5061/dryad.6t7b8', 'Crossref'
'10.7554/eLife.08206', '10.5061/dryad.36h28', 'Crossref'
'10.7554/eLife.26410', '10.5061/dryad.854j2', 'Crossref'
'10.7554/eLife.29839', '10.5061/dryad.m20kh', 'Crossref'
'10.7554/eLife.25290', '10.5061/dryad.9k9n0', 'Crossref'
'10.7554/eLife.28297', '10.5061/dryad.fd930', 'Crossref'
'10.7554/eLife.02286', '10.5061/dryad.h7pm2', 'Crossref'
'10.7554/eLife.27854', '10.5061/dryad.98d7s', 'Crossref'
'10.3389/fimmu.2017.01255', '10.5061/dryad.35ks2', 'Crossref'
'10.7554/eLife.08490', '10.5061/dryad.b8226', 'Crossref'
'10.7554/eLife.06664', '10.5061/dryad.9mb54', 'Crossref'
'10.7554/eLife.04775', '10.5061/dryad.cv0q3', 'Crossref'
'10.7554/eLife.25606', '10.5061/dryad.68ff1', 'Crossref'
'10.7554/eLife.12534', '10.5061/dryad.7qk36', 'Crossref'
'10.7554/eLife.24133', '10.5061/dryad.gf7r3', 'Crossref'
'10.1038/s41467-017-00995-6', '10.5061/dryad.234', 'Crossref'
'10.1007/s11842-017-9384-z', '10.5061/dryad.234', 'Crossref'
'10.7554/eLife.29213', '10.5061/dryad.2fk71', 'Crossref'
'10.1111/jeb.13246', '10.5061/dryad.6767m', 'Crossref'
'10.1007/s00253-018-8813-z', '10.5061/dryad.7hh20/2', 'Crossref'
'10.1007/s10592-018-1061-z', '10.5061/dryad.d2pd6', 'Metrics Service Ingest'
'10.3390/d10010013', '10.5061/dryad.1kf76', 'Crossref'
'10.3390/f9010019', '10.5061/dryad.234', 'Crossref'
'10.3390/f9010018', '10.5061/dryad.234/1', 'Crossref'
'10.1007/s10530-018-1711-6', '10.5061/dryad.7b191', 'Crossref'
'10.1007/978-3-319-73795-9_6', '10.5061/dryad.c213h', 'Crossref'
'10.1007/s00265-018-2472-z', '10.5061/dryad.m74c8nj', 'Crossref'
'10.1007/s00122-018-3103-9', '10.5061/dryad.cd3hv', 'Crossref'
'10.3389/fmars.2018.00152', '10.5061/dryad.3kh117d', 'Crossref'
'10.1242/jeb.163436', '10.5061/dryad.3gt37', 'Crossref'
'10.1242/jeb.143818', '10.5061/dryad.7j2t2', 'Crossref'
'10.1007/430_2018_26', '10.5061/dryad.6m0f6870', 'Crossref'
'10.1242/dev.134098', '10.5061/dryad.591gf', 'Crossref'
'10.1242/jeb.154716', '10.5061/dryad.fn0f4', 'Crossref'
'10.1242/jeb.148890', '10.5061/dryad.22k3c', 'Crossref'
'10.1242/dev.139444', '10.5061/dryad.7v928', 'Crossref'
'10.1242/jeb.148783', '10.5061/dryad.c0ss8', 'Crossref'
'10.1242/jeb.156679', '10.5061/dryad.60nc3', 'Crossref'
'10.1242/dev.138545', '10.5061/dryad.fj0qj', 'Crossref'
'10.1242/jeb.170894', '10.5061/dryad.jr74d', 'Crossref'
'10.1242/jeb.167858', '10.5061/dryad.3f4s88q', 'Crossref'
'10.1242/jeb.141325', '10.5061/dryad.pn358', 'Crossref'
'10.1242/jeb.181719', '10.5061/dryad.kg52rj5', 'Crossref'
'10.1242/jeb.145169', '10.5061/dryad.719bt', 'Crossref'
'10.1002/2017WR020455', '10.5061/dryad.th6g8', 'Crossref'
'10.1242/jeb.168096', '10.5061/dryad.hr744', 'Crossref'
'10.1242/jeb.142588', '10.5061/dryad.h846r', 'Crossref'
'10.1242/jeb.149583', '10.5061/dryad.r503m', 'Crossref'
'10.1242/jeb.156836', '10.5061/dryad.tv7fk', 'Crossref'
'10.1242/dev.160572', '10.5061/dryad.9ff3r4v', 'Crossref'
'10.1242/jeb.154948', '10.5061/dryad.bp20p', 'Crossref'
'10.1007/978-981-10-2624-9_4', '10.5061/dryad.234', 'Crossref'
'10.1007/s11104-018-3682-x', '10.5061/dryad.238b2', 'Metrics Service Ingest'
'10.1007/s11104-018-3579-8', '10.5061/dryad.62054', 'Crossref'
'10.1007/978-3-319-96385-3_1', '10.5061/dryad.53f4b', 'Crossref'
'10.1007/978-3-319-67979-2_16', '10.5061/dryad.pv6df', 'Crossref'
'10.1007/s00726-018-2633-4', '10.5061/dryad.cq032', 'Crossref'
'10.1007/s00338-018-1733-7', '10.5061/dryad.tj146fn', 'Crossref'
'10.1007/s10641-018-0731-5', '10.5061/dryad.4g048', 'Crossref'
'10.1111/jbi.12605', '10.5061/dryad.56p0f', 'Crossref'
'10.1007/s10531-018-1498-x', '10.5061/dryad.vk8cd', 'Crossref'
'10.1007/s10592-018-1081-8', '10.5061/dryad.t9r3g', 'Crossref'
'10.1007/s10531-017-1441-6', '10.5061/dryad.db005', 'Crossref'
'10.1111/nph.15099', '10.5061/dryad.vj2s888', 'Crossref'
'10.1007/s00468-018-1689-9', '10.5061/dryad.234', 'Crossref'
'10.1007/s00442-018-4144-0', '10.5061/dryad.234', 'Crossref'
'10.1007/s00442-018-4248-6', '10.5061/dryad.2175q', 'Crossref'
'10.1007/s00468-017-1574-y', '10.5061/dryad.234', 'Crossref'
'10.1007/s00436-017-5523-x', '10.5061/DRYAD.1HJ46', 'Crossref'
'10.1007/s10798-018-9447-2', '10.5061/dryad.9g182', 'Crossref'
'10.1111/1365-2435.12485', '10.5061/dryad.72ft2', 'Crossref'
'10.1111/1365-2435.12576', '10.5061/dryad.d87v7', 'Crossref'
'10.1111/1365-2435.12492', '10.5061/dryad.hn390', 'Crossref'
'10.1111/1365-2435.12468', '10.5061/dryad.c983b', 'Crossref'
'10.1111/1365-2435.12493', '10.5061/dryad.82gq2', 'Crossref'
'10.1111/1365-2745.12476', '10.5061/dryad.p33fm', 'Crossref'
'10.1111/1365-2745.12495', '10.5061/dryad.7950f', 'Crossref'
'10.1111/1365-2656.12325', '10.5061/dryad.c3j42', 'Crossref'
'10.1111/1365-2656.12485', '10.5061/dryad.s5812', 'Crossref'
'10.1111/1365-2656.12313', '10.5061/dryad.qc700', 'Crossref'
'10.1111/1365-2745.12518', '10.5061/dryad.rr4pm', 'Crossref'
'10.1111/1365-2656.12472', '10.5061/dryad.1264j', 'Crossref'
'10.1111/1365-2656.12323', '10.5061/dryad.b8r5c', 'Crossref'
'10.1111/1365-2745.12483', '10.5061/dryad.2jj16', 'Crossref'
'10.1111/1365-2745.12474', '10.5061/dryad.b3q08', 'Crossref'
'10.1186/s12862-018-1137-x', '10.5061/dryad.5kg33', 'Crossref'
'10.1186/s12862-018-1184-3', '10.5061/dryad.p3g8r54', 'Crossref'
'10.1186/s12862-017-1005-0', '10.5061/dryad.k36n4', 'Crossref'
'10.1007/s10661-018-6891-0', '10.5061/dryad.32451', 'Crossref'
'10.1007/s10530-018-1746-8', '10.5061/dryad.2m15n', 'Crossref'
'10.1007/s11056-018-9632-x', '10.5061/dryad.234', 'Crossref'
'10.1007/s10980-018-0678-0', '10.5061/dryad.j675k0j', 'Crossref'
'10.1002/2015GL066515', '10.1594/PANGAEA.819151', 'Crossref'
'10.1007/s10980-018-0624-1', '10.5061/dryad.qf83q', 'Crossref'
'10.1007/s10764-018-0042-x', '10.5061/dryad.44tt0', 'Crossref'
'10.1007/s10764-018-0042-x', '10.5061/dryad.234', 'Crossref'
'10.1007/s10764-018-0042-x', '10.5061/dryad.jn743', 'Crossref'
'10.1007/s13595-017-0660-z', '10.5061/dryad.fq4tk', 'Crossref'
'10.1186/s12711-018-0408-8', '10.5061/dryad.cf03b', 'Crossref'
'10.1186/s12711-018-0406-x', '10.5061/dryad.th092', 'Crossref'
'10.1007/s13595-017-0660-z', '10.5061/dryad.8v04m', 'Crossref'
'10.1186/s13059-018-1503-4', '10.5061/dryad.936p0df', 'Crossref'
'10.1007/s00294-018-0831-y', '10.5061/dryad.2rf10', 'Crossref'
'10.1186/s12942-018-0125-0', '10.5061/dryad.47v3c.2', 'Crossref'
'10.1007/s10021-018-0267-8', '10.5061/dryad.v82g6', 'Crossref'
'10.1007/s10237-018-1010-2', '10.5061/dryad.r8h3n', 'Metrics Service Ingest'
'10.1007/s12035-018-1131-8', '10.5061/dryad.38s74', 'Crossref'
'10.1080/14772019.2017.1329235', '10.5061/dryad.fm71f', 'Crossref'
'10.1007/s11368-018-2039-7', '10.5061/dryad.m827p', 'Crossref'
'10.5194/fr-20-1-2016', '10.5061/dryad.94pv1', 'Crossref'
'10.5194/fr-20-95-2017', '10.5061/dryad.4sn22', 'Crossref'
'10.1186/s13021-018-0098-0', '10.5061/dryad.234', 'Crossref'
'10.1111/btp.12424', '10.5061/dryad.bn3kd', 'Crossref'
'10.1111/btp.12432', '10.5061/dryad.t4h50', 'Crossref'
'10.1186/s13104-018-3268-y', '10.5061/dryad.6cj8h', 'Crossref'
'10.5194/bg-14-977-2017', '10.5061/dryad.69kq2', 'Crossref'
'10.5194/bg-13-4279-2016', '10.5061/dryad.r44rh', 'Crossref'
'10.3389/fgene.2018.00101', '10.5061/dryad.266k4', 'Crossref'
'10.1038/s41558-018-0225-7', '10.5061/dryad.234', 'Crossref'
'10.3389/fimmu.2018.00056', '10.5061/dryad.7017n', 'Crossref'
'10.3897/zookeys.693.13012', '10.5061/dryad.sk6s0', 'Crossref'
'10.3897/zookeys.693.13012', '10.5061/dryad.4s3v1', 'Crossref'
'10.3897/zookeys.770.24908', '10.5061/dryad.h6j0g4p', 'Crossref'
'10.1007/s13358-017-0136-7', '10.5061/dryad.508g5', 'Crossref'
'10.1242/bio.035071', '10.5061/dryad.dk5gt88', 'Crossref'
'10.4236/ojf.2017.74023', '10.5061/dryad.234', 'Crossref'
'10.1242/bio.022640', '10.5061/dryad.5rq71', 'Crossref'
'10.1038/s41467-018-04775-8', '10.5061/dryad.dc42s75', 'Crossref'
'10.1038/s41467-017-02071-5', '10.5061/dryad.6h5p0', 'Crossref'
'10.3390/rs10081215', '10.5061/dryad.234', 'Crossref'
'10.3390/f8080291', '10.5061/dryad.234', 'Crossref'
'10.1186/s40663-017-0097-8', '10.5061/dryad.234', 'Crossref'
'10.1038/s41598-018-20093-x', '10.5061/dryad.j4594', 'Crossref'
'10.1038/s41598-017-18525-1', '10.5061/dryad.5535h', 'Crossref'
'10.1038/s41598-018-19811-2', '10.5061/dryad.bn281', 'Crossref'
'10.1038/s41598-017-19107-x', '10.5061/dryad.j5925', 'Crossref'
'10.3389/fmars.2018.00225', '10.5061/dryad.f6154', 'Crossref'
'10.3389/fmars.2018.00269', '10.5061/dryad.f3bm7', 'Crossref'
'10.3897/BDJ.5.e22089', '10.5061/DRYAD.234/1', 'Crossref'
'10.7717/peerj.3433', '10.5061/dryad.270gs', 'Crossref'
'10.3897/BDJ.6.e24375', '10.5061/DRYAD.C301H', 'Crossref'
'10.1007/s10886-018-0974-9', '10.5061/dryad.jq203737', 'Crossref'
'10.7717/peerj.3434', '10.5061/dryad.ct231', 'Crossref'
'10.7717/peerj.3381', '10.5061/dryad.d3mb4', 'Crossref'
'10.7717/peerj.5059', '10.5061/dryad.v74t1', 'Crossref'
'10.7554/eLife.00007', '10.5061/dryad.gs45f', 'Crossref'
'10.7717/peerj.4767', '10.5061/dryad.gh0q91j', 'Crossref'
'10.7717/peerj.4649', '10.5061/dryad.612g8', 'Crossref'
'10.7717/peerj.4633', '10.5061/dryad.q96d7', 'Crossref'
'10.7554/eLife.31007', '10.5061/dryad.9t740', 'Crossref'
'10.7554/eLife.37231', '10.5061/dryad.413tm83', 'Crossref'
'10.7554/eLife.28728', '10.5061/dryad.kr17k', 'Crossref'
'10.7554/eLife.29913', '10.5061/dryad.q0d1n', 'Crossref'
'10.7554/eLife.33033', '10.5061/dryad.6b058n7', 'Crossref'
'10.7554/eLife.36392', '10.5061/dryad.14rr125', 'Crossref'
'10.7554/eLife.31123', '10.5061/dryad.c0g0p', 'Crossref'
'10.7554/eLife.36268', '10.5061/dryad.hq48044', 'Crossref'
'10.7554/eLife.32822', '10.5061/dryad.q447c/1', 'Crossref'
'10.7554/eLife.34773', '10.5061/dryad.1pj2600', 'Crossref'
'10.1186/s40814-018-0284-6', '10.5061/dryad.fc7d1', 'Crossref'
'10.1186/s41610-018-0067-2', '10.5061/dryad.v1908', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.dv0qt.2', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.443g2', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.1cn02', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.m2c10', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.4v514', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.53g68', 'Crossref'
'10.2478/sg-2018-0006', '10.5061/dryad.g645d', 'Metrics Service Ingest'
'10.1038/s41559-018-0647-7', '10.5061/dryad.63q27.2', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.5t32v', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.1255v', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.2qv8n', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.03mn0', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.700jq', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.3mk7f2q', 'Crossref'
'10.1038/s41559-018-0626-z', '10.5061/dryad.234', 'Crossref'
'10.1038/s41559-018-0577-4', '10.5061/dryad.41np7', 'Crossref'
'10.1038/s42003-018-0112-9', '10.5061/dryad.3k888n7', 'Crossref'
'10.1038/s42003-018-0060-4', '10.5061/dryad.7sr73', 'Crossref'
'10.1038/s42003-018-0045-3', '10.5061/dryad.4f99c46', 'Crossref'
'10.1038/s42003-018-0047-1', '10.5061/dryad.2gg2f50', 'Crossref'
'10.1038/s41893-018-0070-8', '10.5061/dryad.dk1j0', 'Crossref'
'10.1038/s41893-018-0100-6', '10.5061/dryad.052q5.2', 'Crossref'
'10.2737/RDS-2016-0005', '10.5061/dryad.234', 'Crossref'
'10.1007/978-3-319-42524-5_10', '10.5061/dryad.1p55v', 'Crossref'
'10.1007/978-3-319-45142-8_9', '10.5061/dryad.51j89', 'Crossref'
'10.1007/978-3-319-52112-1_4', '10.5061/dryad.m112v', 'Crossref'
'10.1007/978-3-319-61795-4_8', '10.5061/dryad.vm72v', 'Crossref'
'10.1007/978-3-319-59928-1_7', '10.5061/dryad.234', 'Crossref'
'10.1002/9781118945582.ch24', '10.5061/dryad.ps0f0', 'Crossref'
'10.4018/978-1-5225-6915-2.ch031', '10.5061/dryad.6kn23', 'Crossref'
'10.1007/978-3-319-93145-6_4', '10.5061/dryad.6gb90.2', 'Crossref'
'10.3389/fgene.2018.00359', '10.5061/dryad.1731', 'Crossref'
'10.1007/s00477-018-1611-4', '10.5061/dryad.nk780', 'Crossref'
'10.3389/fnbot.2018.00057', '10.5061/dryad.1k84r', 'Crossref'
'10.3389/fnins.2018.00664', '10.5061/dryad.808k4r0', 'Crossref'
'10.3389/fimmu.2018.02253', '10.5061/dryad.m7q4c', 'Crossref'
'10.1007/s10980-018-0714-0', '10.5061/dryad.234', 'Crossref'
'10.3389/fpls.2018.01761', '10.5061/dryad.234', 'Crossref'
'10.1007/s00265-018-2605-4', '10.5061/dryad.1q424', 'Crossref'
'10.1016/j.csr.2016.02.008', '10.5065/D6MW2F2H', 'Crossref'
'10.1007/s11111-016-0259-6', '10.5065/D6930R6J', 'Crossref'
'10.1080/15481603.2016.1230084', '10.5065/D6JH3J7Z', 'Crossref'
'10.1002/2015JC011318', '10.5065/D6BG2KW9', 'Crossref'
'10.5194/tc-10-2923-2016', '10.5065/D6MW2F2H', 'Crossref'
'10.5194/tc-9-305-2015', '10.5065/D63X84KG', 'Crossref'
'10.5194/tc-10-2923-2016', '10.5065/D63X84KG', 'Crossref'
'10.5194/amt-9-3641-2016', '10.5065/D61J97TT', 'Crossref'
'10.7717/peerj.1541', '10.5063/F1M906K7', 'Crossref'
'10.1007/s00367-016-0490-2', '10.1594/PANGAEA.837850', 'Crossref'
'10.3897/oneeco.2.e12290', '10.5063/AA/NCEAS.302.1', 'Crossref'
'10.1007/s00442-017-3917-1', '10.5063/F1GH9FXV', 'Crossref'
'10.5194/essd-8-651-2016', '10.5063/F1BG2KX8', 'Crossref'
'10.3390/f9030147', '10.5063/F12J6911', 'Crossref'
'10.3390/microorganisms6010027', '10.5063/F100007K', 'Crossref'
'10.1080/01584197.2017.1416957', '10.5063/F15718ZN', 'Crossref'
'10.1038/s41893-017-0008-6', '10.5063/F1542KR1', 'Crossref'
'10.1002/hyp.11076', '10.1594/PANGAEA.80457', 'Crossref'
'10.1007/978-3-319-43633-3_20', '10.1594/PANGAEA.821916', 'Crossref'
'10.2204/iodp.proc.336.107.2012', '10.1594/PANGAEA.776875', 'Crossref'
'10.2204/iodp.proc.336.107.2012', '10.1594/PANGAEA.778514', 'Crossref'
'10.1007/978-3-319-25370-1_11', '10.1594/PANGAEA.219175', 'Crossref'
'10.1007/s00367-016-0490-2', '10.1594/PANGAEA.837851', 'Crossref'
'10.1007/s00367-016-0490-2', '10.1594/PANGAEA.837855', 'Crossref'
'10.1007/s00027-016-0509-9', '10.1594/PANGAEA.833923', 'Crossref'
'10.1007/s00367-016-0490-2', '10.1594/PANGAEA.837852', 'Crossref'
'10.1007/s00382-016-3365-3', '10.1594/PANGAEA.786354', 'Crossref'
'10.1007/s00027-016-0509-9', '10.1594/PANGAEA.855825', 'Crossref'
'10.1007/s00382-016-3365-3', '10.1594/PANGAEA.786356', 'Crossref'
'10.1007/s00367-016-0490-2', '10.1594/PANGAEA.837856', 'Crossref'
'10.1007/s00367-016-0490-2', '10.1594/PANGAEA.837853', 'Crossref'
'10.1007/s00300-016-2020-0', '10.1594/PANGAEA.438929', 'Crossref'
'10.1007/s00024-016-1388-7', '10.1594/PANGAEA.805577', 'Crossref'
'10.1007/s00367-016-0490-2', '10.1594/PANGAEA.837854', 'Crossref'
'10.1007/s00300-015-1774-0', '10.1594/PANGAEA.802904', 'Crossref'
'10.1007/s00300-015-1799-4', '10.1594/PANGAEA.834613', 'Crossref'
'10.1007/s00300-016-1995-x', '10.1594/PANGAEA.859583', 'Crossref'
'10.1007/s00300-016-2029-4', '10.1594/PANGAEA.760100', 'Crossref'
'10.1007/s00300-015-1799-4', '10.1594/PANGAEA.848674', 'Crossref'
'10.1007/s00300-016-2029-4', '10.1594/PANGAEA.760097', 'Crossref'
'10.1007/s00300-016-2029-4', '10.1594/PANGAEA.760098', 'Crossref'
'10.1007/s00300-016-2029-4', '10.1594/PANGAEA.760101', 'Crossref'
'10.1007/s00267-017-0884-6', '10.1594/PANGAEA.787668', 'Crossref'
'10.1007/s00300-016-1995-x', '10.1594/PANGAEA.586843', 'Crossref'
'10.1007/s00300-015-1799-4', '10.1594/PANGAEA.840353', 'Crossref'
'10.1007/s00190-016-0982-x', '10.1594/PANGAEA.834232', 'Crossref'
'10.1007/s00300-016-2029-4', '10.1594/PANGAEA.760099', 'Crossref'
'10.1007/s00300-016-2022-y', '10.1594/PANGAEA.824703', 'Crossref'
'10.1007/s00190-017-1021-2', '10.1594/PANGAEA.864046', 'Crossref'
'10.1007/s00300-016-2029-4', '10.1594/PANGAEA.861938', 'Crossref'
'10.1007/s10533-017-0309-x', '10.1594/PANGAEA.845468', 'Crossref'
'10.1007/s10980-016-0471-x', '10.1594/PANGAEA.864790', 'Crossref'
'10.1007/s11104-016-3036-5', '10.1594/PANGAEA.848650', 'Crossref'
'10.1007/s10980-016-0471-x', '10.1594/PANGAEA.865097', 'Crossref'
'10.1007/s10533-017-0323-z', '10.1594/PANGAEA.845468', 'Crossref'
'10.1007/s10980-016-0471-x', '10.1594/PANGAEA.865038', 'Crossref'
'10.1007/s10980-016-0471-x', '10.1594/PANGAEA.864907', 'Crossref'
'10.1007/s10533-017-0326-9', '10.1594/PANGAEA.845468', 'Crossref'
'10.1002/2016GL068323', '10.1594/PANGAEA.150016', 'Crossref'
'10.1002/2016GB005378', '10.1594/PANGAEA.78772', 'Crossref'
'10.21105/joss.00368', '10.1594/PANGAEA.809717', 'Crossref'
'10.1002/2016GB005424', '10.1594/PANGAEA.111885', 'Crossref'
'10.1002/2016GB005378', '10.1594/PANGAEA.728293', 'Crossref'
'10.1002/2016PA002970', '10.1594/PANGAEA.786205', 'Crossref'
'10.1002/2015GB005307', '10.1594/PANGAEA.55746', 'Crossref'
'10.1002/2016GB005378', '10.1594/PANGAEA.738701', 'Crossref'
'10.1002/2015GL066476', '10.1594/PANGAEA.441706', 'Crossref'
'10.1002/2016GL068474', '10.1594/PANGAEA.769615', 'Crossref'
'10.1002/2016GB005378', '10.1594/PANGAEA.55717', 'Crossref'
'10.1002/2016GL068576', '10.1594/PANGAEA.829880', 'Crossref'
'10.1029/2011JD016689', '10.1594/PANGAEA.771754', 'Crossref'
'10.1080/01431161.2015.1101505', '10.1594/PANGAEA.786926', 'Crossref'
'10.1080/01431161.2016.1183832', '10.1594/PANGAEA.787668', 'Crossref'
'10.1080/01431161.2015.1101505', '10.1594/PANGAEA.759631', 'Crossref'
'10.1089/ast.2012.0817', '10.1594/PANGAEA.727454', 'Crossref'
'10.1177/0959683614556383', '10.1594/PANGAEA.711887', 'Crossref'
'10.1177/0959683614556383', '10.1594/PANGAEA.738897', 'Crossref'
'10.1177/0959683614556383', '10.1594/PANGAEA.738898', 'Crossref'
'10.1139/cgj-2016-0087', '10.1594/PANGAEA.859116', 'Crossref'
'10.1177/0959683614556383', '10.1594/PANGAEA.711847', 'Crossref'
'10.1177/0959683614556383', '10.1594/PANGAEA.739900', 'Crossref'
'10.1186/s12862-016-0862-2', '10.1594/PANGAEA.859094', 'Crossref'
'10.1126/science.aai8204', '10.1594/PANGAEA.853902', 'Metrics Service Ingest'
'10.1007/s10236-016-0988-1', '10.1594/PANGAEA.805734', 'Crossref'
'10.1111/geoa.12127', '10.1594/PANGAEA.816225', 'Crossref'
'10.1007/s13595-016-0608-8', '10.1594/PANGAEA.597213', 'Crossref'
'10.1186/s12983-017-0205-1', '10.1594/PANGAEA.863418', 'Crossref'
'10.1186/s12983-017-0205-1', '10.1594/PANGAEA.866369', 'Crossref'
'10.1007/s11356-016-6734-x', '10.1594/PANGAEA.833627', 'Crossref'
'10.1186/s13021-017-0077-x', '10.1594/PANGAEA.50749', 'Metrics Service Ingest'
'10.1088/1748-9326/11/12/125002', '10.1594/PANGAEA.855997', 'Crossref'
'10.1007/s13280-016-0876-4', '10.1594/PANGAEA.831035', 'Crossref'
'10.1080/15481603.2016.1230084', '10.1594/PANGAEA.838812', 'Crossref'
'10.1080/15481603.2015.1041766', '10.1594/PANGAEA.735610', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.733912', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.770439', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.727841', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.771910', 'Crossref'
'10.3354/meps10712', '10.1594/PANGAEA.816494', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.771288', 'Crossref'
'10.3354/meps11652', '10.1594/PANGAEA.666889', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.778432', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.744738', 'Crossref'
'10.3354/meps11652', '10.1594/PANGAEA.667813', 'Crossref'
'10.1080/17550874.2012.687501', '10.1594/PANGAEA.763149', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.774802', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.763842', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.718841', 'Crossref'
'10.3354/meps10824', '10.1594/PANGAEA.736022', 'Crossref'
'10.3354/meps12134', '10.1594/PANGAEA.834081', 'Crossref'
'10.1111/tbed.12331', '10.1594/PANGAEA.787668', 'Crossref'
'10.3390/rs4123833', '10.1594/PANGAEA.775962', 'Crossref'
'10.3390/rs70506133', '10.1594/PANGAEA.775962', 'Crossref'
'10.3390/rs6065042', '10.1594/PANGAEA.754259', 'Crossref'
'10.3390/rs8100862', '10.1594/PANGAEA.787668', 'Crossref'
'10.3390/rs6065042', '10.1594/PANGAEA.759690', 'Crossref'
'10.3390/rs4102923', '10.1594/PANGAEA.780464', 'Crossref'
'10.3390/rs4102923', '10.1594/PANGAEA.779748', 'Crossref'
'10.3390/rs71215872', '10.1594/PANGAEA.855779', 'Crossref'
'10.3390/rs4102923', '10.1594/PANGAEA.775959', 'Crossref'
'10.3923/ijb.2013.100.122', '10.1594/PANGAEA.707458', 'Crossref'
'10.3390/rs71013807', '10.1594/PANGAEA.787668', 'Crossref'
'10.3390/rs6065042', '10.1594/PANGAEA.754230', 'Crossref'
